generation,best_fitness_score,global_max_raw_reward,global_avg_raw_reward,selected_individual_raw_reward
1,0.18186622214320294,-0.5786985614784406,-4.444425342002575,-0.5786985614784406
2,0.14172568894462248,-0.04309763714537938,-8.63119910175339,-0.5718671391821427
3,0.14111636428049973,-0.03766379173296403,-2.505735984014045,-0.06232120282489012
4,0.1357916971120557,-0.0027114285196705784,-1.426014182099073,-0.059657429915546775
5,0.13053532536297008,-0.0007093510212368192,-0.4032117139672803,-0.05838079065234405
6,0.12566288480914364,-0.0009959418225697328,-0.3378595004697314,-0.059249232545756446
7,0.1230434392163946,-0.0008949009599226556,-0.18105440038965676,-0.04079878994322054
8,0.11960597037235723,-0.0004370726412124935,-0.13188653744704415,-0.0017280438164987203
9,0.11538153484421614,-0.0006515401618292411,-0.34595262484083705,-0.002038464316966634
10,0.11633493518353787,-0.00033751306506382407,-0.1944607542574525,-0.0017883063551417955
11,0.11462469832906784,-0.00027081050849606683,-0.30355495426232637,-0.0008132726864495475
12,0.11297961218656845,-0.00023843884097120923,-0.20720926615615126,-0.001107482738872699
13,0.1106737378718607,-0.0005094487069906143,-0.1665109756015351,-0.0011145488094550606
14,0.11163973769911312,-0.0003657133145121207,-0.21350791130998348,-0.0007613244265804643
15,0.11164468523909096,-0.00020674911318100986,-0.2705964759702679,-0.00042395354486341353
16,0.10832614874570405,-0.0010628143567353034,-8.216840109047986,-0.002277135381213396
17,0.11282201904107314,-0.0013701202629650253,-0.3067267516311256,-0.0013701202629650253
18,0.1129533782133398,-0.00052790376849469,-0.18622586099200952,-0.00052790376849469
19,0.11994869184611498,-0.00020522604843393587,-0.2507375359127334,-0.0013558399813692746
20,0.11633599357200973,-0.0013261536200576342,-0.3275773481617157,-0.0015434202388356505
21,0.1164234139160881,-0.0002012698535627555,-0.17262270083597225,-0.0004038207750979685
22,0.11450590179889734,-0.00019686095108677532,-0.12937911433830496,-0.0013502777805122746
23,0.11454397897774098,-0.00025008401721954044,-0.18025924245179456,-0.0005295122437435478
24,0.11229517900860267,-0.0006173290841163036,-0.09010974273923747,-0.00152700262894312
25,0.11592796827182965,-0.00010283430090855563,-0.20569300429882154,-0.0005293834868903537
26,0.11216827306543842,-0.000581248196285073,-0.2276695171314736,-0.001888254221563007
27,0.11470656158750552,-0.00013319926787696824,-0.34956578491034174,-0.003074415372049967
28,0.11599567374651912,-0.00023110329844252647,-0.2468996212357418,-0.001941398083933684
29,0.1138328196093662,-0.00023906614332263142,-0.2791979203298945,-0.0015452135361767442
30,0.11579002140850587,-0.0007631442370952638,-0.19147837879120716,-0.007489405549752237
31,0.1145547340622288,-0.00019466476045027124,-0.1616760716588484,-0.006005306418372702
32,0.11299989637407495,-0.0007176657933543561,-0.27590900883407043,-0.0012633407363802564
33,0.11141721589374506,-0.00038054366678070764,-0.2259001700059322,-0.0007016479927552576
34,0.111439417430691,-0.0010783019034393167,-0.21798271333622832,-0.001864156104837853
35,0.11410781662248733,-0.00018714254786431108,-0.14194351554659423,-0.00031491343964414086
36,0.11154630666391849,-0.0006023810177035085,-0.13351170327084513,-0.0009651234591015487
37,0.11419019193322927,-6.577775200843736e-05,-0.2068111772153535,-6.577775200843736e-05
38,0.11258760454061209,-0.00012246467948080672,-0.22599253701605795,-0.00012246467948080672
39,0.11230349358317582,-0.0003729488465296856,-0.15119517940874602,-0.0003729488465296856
40,0.11222223754561927,-7.05660819223181e-05,-0.26497757861404736,-7.05660819223181e-05
41,0.11460501209472675,-0.00023032571067169456,-0.2484767909453015,-0.002643707190411396
42,0.11265572778188104,-6.226618135315429e-05,-0.18238328911031654,-0.0021681021591165132
43,0.11144114081967456,-8.959258991087725e-05,-0.16955884613005,-0.0006336971176344781
44,0.11146941577453115,-0.00029907478639313646,-0.20195586123718084,-0.0011911466408668545
45,0.11047050887255869,-8.833578224597454e-05,-0.21899510205888703,-0.0006334968519176989
46,0.11393533036932442,-0.00010414096640973443,-0.2602994058744857,-0.0004278555237640385
47,0.11595433423758762,-0.00010914357876755962,-0.15283346269639,-0.0002482146708277448
48,0.11363930087071716,-0.0003814876387868856,-0.2247923473139787,-0.00044283964220292245
49,0.11252829646143321,-0.00022579250828996773,-0.37367688370953794,-0.000426985245896224
50,0.11501173628821838,-0.00017920439878814538,-0.3543142552829528,-0.009889096934582061
51,0.11301148452472329,-0.00044498753778996153,-0.16216580881974038,-0.009990977612149869
52,0.11169100602607591,-0.00044127107733983795,-0.21696517388176964,-0.012049510119552477
53,0.11150577798050247,-0.00042824154525195957,-0.18418195153449898,-0.0018235215075042162
54,0.11153558518317949,-0.00023641176659173487,-0.2960983328031,-0.0009745395631019785
55,0.11231364846006166,-0.00018738707132749872,-0.1508723685678802,-0.004801369463128874
56,0.10865457391366722,-0.00044814263757251367,-4.263611755632724,-0.0019969524099564115
57,0.11007456805030895,-0.0004777118797465103,-0.25159177377284647,-0.002354177496577033
58,0.10966537035567542,-0.0003860145303326075,-0.2928036062590705,-0.0008402145023369495
59,0.11502996995302724,-0.00011211182318812091,-0.23623176431915213,-0.0005220941018659905
60,0.11344280001983653,-8.283066392356449e-05,-0.3237905768594526,-0.0008137303640177318
61,0.11689536344624102,-5.0779399803579914e-05,-0.3073377259558639,-0.005688880477564826
62,0.1152183029328086,-7.890176265583491e-05,-0.4115660777371379,-0.0007731827490997737
63,0.11409596818407874,-6.660425961878798e-05,-0.17235589341433807,-0.0007129691735905822
64,0.11779716556114964,-3.473370214689113e-05,-0.43228137223093255,-0.0002842792818085856
65,0.11376425449484355,-7.684215370452659e-05,-0.20267935170203305,-0.0007658326654710152
66,0.11244724307958365,-3.338029648661695e-05,-0.2834016579460103,-8.143945503184123e-05
67,0.11179376413377881,-8.173363069398574e-05,-0.23573577606196547,-0.000255191813112283
68,0.11671848823707062,-4.149783544645759e-05,-0.2155542855485806,-0.0011172585617747993
69,0.11583415047893224,-9.305203611856268e-05,-0.3407334012200603,-0.0028123733400426455
70,0.11448866015608798,-3.145285174003255e-05,-0.23733452077764003,-0.000885070861460532
71,0.11322680875094818,-2.7979090953860408e-05,-0.38468631516335783,-0.0007279663506179634
72,0.11413864268731906,-2.7983031465832587e-05,-0.3283555856638893,-0.008726082449584152
73,0.11250134460511864,-2.1214957654293936e-05,-0.2300936275484575,-0.0009576045428654884
74,0.11216275365730664,-3.890170299532517e-05,-0.23457591191208568,-0.0019607956970500154
75,0.11200961110113805,-1.6172664185777205e-05,-0.25618272896115085,-0.000861809567938161
76,0.11683873830354428,-2.5827065769384112e-05,-0.5670540225827096,-0.001946480548059679
77,0.11284511934572616,-1.975899385374099e-05,-0.3229306675228918,-0.001877017260509492
78,0.11345140210160816,-3.4090570669630136e-05,-0.21298670301267364,-0.002960355454541351
79,0.1122408554698274,-9.904811013883503e-05,-0.44736018993848603,-0.0009348121498658626
80,0.11443159954216783,-6.652428885489727e-05,-0.18881291236990838,-0.002933571195294033
81,0.11772883079816113,-3.591545727593577e-05,-0.21598580655703464,-0.0001060800505306095
82,0.11522289136252066,-0.0001676246828552119,-0.18908297918791042,-0.0001676246828552119
83,0.11465618806270926,-0.00011169775444511486,-0.45760717719443916,-0.00011169775444511486
84,0.11387080276362319,-0.00012610704600307356,-0.22597509434083435,-0.0005477550133198853
85,0.11966015572078488,-0.0001461137151864537,-0.1481450521660545,-0.002523786069961943
86,0.11754896790308786,-0.00024297361057159147,-0.23940511283629398,-0.003206151314644857
87,0.11408071172750735,-0.00012087083967296046,-0.22997885305281038,-0.002315514342950268
88,0.11250618984859093,-0.00010770995367187912,-0.33257810883805006,-0.0022585919339116363
89,0.11519456220154796,-0.00012230577776522268,-0.20013259338131337,-0.0013147744638937647
90,0.11419930901962143,-0.00023342028785432729,-0.23440081512826938,-0.001338166923487174
91,0.11382187063661132,-0.0001393028379644135,-0.32322281314815127,-0.0013255239966472158
92,0.11349344432821534,-0.00016081241241930244,-0.28695044471625225,-0.0013409950710907667
93,0.11273088550656338,-0.00020686872342522605,-0.25194965558945404,-0.00020686872342522605
94,0.11613688619136484,-0.0001744650312681066,-0.22681585969667833,-0.002827226332648178
95,0.11196205492358864,-0.0003134422948557861,-0.18377569276132305,-0.0003134422948557861
96,0.11180672620960992,-0.00031432831208631133,-0.17048218371613022,-0.0016413206666141262
97,0.11265499333332596,-0.00015298693902161142,-0.15892526423174083,-0.0011194992537683392
98,0.11182054799253623,-0.00013760096556897705,-0.20027444848540832,-0.000688763572624508
99,0.10875123048984227,-0.00014829488584107022,-6.139681728826875,-0.006250505637634632
100,0.11301473739540682,-0.00015348344260615853,-0.24469459656967246,-0.0008464452922486796
